TITLE,DESCRIPTION,PRICE,CURRENCY_CODE,QUANTITY,TAGS,MATERIALS,IMAGE1,IMAGE2,IMAGE3,IMAGE4,IMAGE5,IMAGE6,IMAGE7,IMAGE8,IMAGE9,IMAGE10,"VARIATION 1 TYPE","VARIATION 1 NAME","VARIATION 1 VALUES","VARIATION 2 TYPE","VARIATION 2 NAME","VARIATION 2 VALUES",SKU
"Arabic Calligraphy Salawat Oversized T-Shirt, Snow Wash Acid Wash Islamic Streetwear Tee","This oversized snow-wash t-shirt features a stunning vertical Arabic calligraphy design of the Salawat (اللهم صل على محمد وآل محمد) on the back, with a subtle ""610"" (referencing the year of the first revelation) on the front chest. The heavy acid-wash finish gives each piece a unique, vintage character that feels broken-in from day one.

Why You’ll Love It:
Premium Quality: Thick, durable cotton that holds its shape.
Versatile Style: Pairs perfectly with cargo pants, denim, or joggers.
Meaningful Fashion: A subtle yet powerful way to carry your values.

Gender: Unisex
Model: Loose
Fabric: 100% cotton
Fabric Weight: 7.4 oz/yd² (250 g/m²)
Fabric Thickness: Moderate
Fabric Strench: Slight Stretch
Care Instructions: Machine wash at 30°C (gentle cycle); Do not bleach; Tumble dry low;  Iron at low temperature, avoid ironing on print; Do not dry clean
Features: Casual, Street, Daily Casual, Outdoor, School, Pure Cotton, Snow Wash, Washed, Short Sleeve, Drop Shoulder, Round Neck / O-Neck, Regular, Loose, Summer
Print Size:40*52cm",49.99,USD,999,"Salawat_Shirt,Arabic_Streetwear,Oversized_Graphic_T,Islamic_Gift_for_Men,Snow_Wash_T-Shirt,Muslim_Urban_Wear,Arabic_Calligraphy,Acid_Wash_Apparel,Minimalist_Islam_Tee,Eid_Gift_Idea,Modest_Fashion,Spiritual_Clothing,Vintage_Look_Tee",Cotton,https://i.etsystatic.com/34343828/r/il/16ad98/7851716688/il_fullxfull.7851716688_ra4t.jpg,https://i.etsystatic.com/34343828/r/il/5cddae/7899680379/il_fullxfull.7899680379_2b68.jpg,https://i.etsystatic.com/34343828/r/il/aab70b/7851655698/il_fullxfull.7851655698_539z.jpg,https://i.etsystatic.com/34343828/r/il/733364/7899619173/il_fullxfull.7899619173_dcds.jpg,https://i.etsystatic.com/34343828/r/il/196fda/7851655728/il_fullxfull.7851655728_jcbp.jpg,https://i.etsystatic.com/34343828/r/il/27648d/7851655770/il_fullxfull.7851655770_dkkm.jpg,https://i.etsystatic.com/34343828/r/il/d95ea0/7899619271/il_fullxfull.7899619271_fqy5.jpg,https://i.etsystatic.com/34343828/r/il/f8dd88/7851655866/il_fullxfull.7851655866_cb5w.jpg,https://i.etsystatic.com/34343828/r/il/ae16ce/7851655924/il_fullxfull.7851655924_faou.jpg,,Color,"Primary color",Black,"Custom Property",size,"S,M,L,XL,2XL,3XL","260328PODPQ3764#001,260328PODPQ3764#003,260328PODPQ3764#004,260328PODPQ3764#006,260328PODPQ3764#002,260328PODPQ3764#005"
"Arabic Calligraphy Streetwear Tee Ameen Shirt, Oversized Snow Washed Vintage Graphic T-Shirt","This Snow Wash Raw-Hem Boxy T-Shirt is a premium unisex streetwear tee featuring bold Arabic calligraphy reading “Ameen"". The graphic showcases semi-realistic expressive hands framing the calligraphy for a powerful, artistic aesthetic.
Designed with a relaxed oversized boxy fit, this T-shirt delivers modern minimalist streetwear energy with a vintage-inspired raw-hem finish. The snow-washed fabric treatment gives each shirt a unique, slightly distressed look, perfect for effortless everyday styling.
A cultural statement. A comfort piece. An intentional graphic tee.

Gender: Unisex
Model: Loose
Fabric: 100% cotton
Fabric Weight: 7.4 oz/yd² (250 g/m²)
Fabric Thickness: Moderate
Fabric Strench: Slight Stretch
Care Instructions: Machine wash at 30°C (gentle cycle); Do not bleach; Tumble dry low;  Iron at low temperature, avoid ironing on print; Do not dry clean
Features: Casual, Street, Daily Casual, Outdoor, School, Pure Cotton, Snow Wash, Washed, Short Sleeve, Drop Shoulder, Round Neck / O-Neck, Regular, Loose, Summer
Print Size: 40*52 cm",49.99,USD,999,"Arabic_Calligraphy,Ameen_Prayer_Shirt,Islamic_Streetwear,Snow_Wash_Tee,Oversized_Graphic,Vintage_Wash_Shirt,Muslim_Gift_Men,Arabic_Graphic_Tee,Minimalist_Dua,Acid_Wash_Streetwear,Urban_Modest_Wear,Heavyweight_Cotton,Eid_Gift_Idea",,https://i.etsystatic.com/34343828/r/il/5626e0/7841194076/il_fullxfull.7841194076_2k4g.jpg,https://i.etsystatic.com/34343828/r/il/a2932b/7841194208/il_fullxfull.7841194208_d6bi.jpg,https://i.etsystatic.com/34343828/r/il/0e70a8/7889138075/il_fullxfull.7889138075_gygl.jpg,https://i.etsystatic.com/34343828/r/il/b5908e/7889138115/il_fullxfull.7889138115_lmyn.jpg,https://i.etsystatic.com/34343828/r/il/5336cd/7889138165/il_fullxfull.7889138165_t2vh.jpg,https://i.etsystatic.com/34343828/r/il/99c44f/7889138255/il_fullxfull.7889138255_7zxw.jpg,https://i.etsystatic.com/34343828/r/il/221031/7841189044/il_fullxfull.7841189044_fefe.jpg,https://i.etsystatic.com/34343828/r/il/d96610/7841189114/il_fullxfull.7841189114_4th3.jpg,https://i.etsystatic.com/34343828/r/il/615ac9/7841189158/il_fullxfull.7841189158_c4n4.jpg,https://i.etsystatic.com/34343828/r/il/0c089f/7889138623/il_fullxfull.7889138623_dlv7.jpg,Color,"Primary color",Black,"Custom Property",size,"S,M,L,XL,2XL,3XL","260325PODPQ4188#001,260325PODPQ4188#002,260325PODPQ4188#003,260325PODPQ4188#004,260325PODPQ4188#005,260325PODPQ4188#006"
"Distressed Arabic Calligraphy Hoodie, Vintage Washed Fleece Sweatshirt, Islamic Oath Streetwear, Muslim Hoodie for Men Women","A powerful oath woven into every thread. This hoodie features a striking Arabic declaration on the back:
""I, as a Muslim, will stand for justice, stand for the weak, stand for the oppressed, stand for my religion.""
And across the front chest:
""This I swear as a Muslim until the day I die.""
Designed on a distressed black hoodie with subtle paint splatter, this piece is a bold expression of Islamic values, identity, and unwavering purpose.

Gender: Unisex
Model: Loose
Fabric: 42% cotton, 53% polyester, 5% other fibers
Fabric Weight: 10.6 oz/yd² (360 g/m²)
Fabric Thickness: Thicken
Fabric Stretch: Slight Stretch
Care Instructions: Machine wash at 30°C (gentle cycle); Do not bleach; Tumble dry low;  Iron at low temperature; avoid ironing on print. Do not dry clean
Features: Casual, Street, Daily Casual, Pure Cotton, Washed, Frayed, Long Sleeve, Hooded, Regular, Loose, Autumn, Winter",77.99,USD,995,"Islamic_Hoodie,Arabic_Hoodie,Arabic_Calligraphy,Vintage_Hoodie,Arabic_Vintage,Washed_Hoodie,Arabic_Frayed_hoodie,Islamic_Sweatshirt,Arabic_Sweatshirt,Allah_Hoodie,Cool_Arabic_hoodie,Arab_Hoodie,Islamic_Streetwear",Fleece,https://i.etsystatic.com/34343828/r/il/ed2e9b/7530678397/il_fullxfull.7530678397_pxeg.jpg,https://i.etsystatic.com/34343828/r/il/c4cdd7/7482755684/il_fullxfull.7482755684_5yw6.jpg,https://i.etsystatic.com/34343828/r/il/90c5ed/7071367526/il_fullxfull.7071367526_7lj9.jpg,https://i.etsystatic.com/34343828/r/il/07da19/7119310909/il_fullxfull.7119310909_atu1.jpg,https://i.etsystatic.com/34343828/r/il/8543d9/7387011843/il_fullxfull.7387011843_838n.jpg,https://i.etsystatic.com/34343828/r/il/7c1084/7119310929/il_fullxfull.7119310929_iqo4.jpg,https://i.etsystatic.com/34343828/r/il/b2964e/7071367620/il_fullxfull.7071367620_3wbg.jpg,https://i.etsystatic.com/34343828/r/il/c0d9ea/7119311015/il_fullxfull.7119311015_ickm.jpg,https://i.etsystatic.com/34343828/r/il/b5312e/7071367702/il_fullxfull.7071367702_5qk6.jpg,https://i.etsystatic.com/34343828/r/il/f0c794/7071367744/il_fullxfull.7071367744_t41v.jpg,Color,"Primary color",Black,"Custom Property",size,"S,M,L,XL,2XL","250801PODRB2176#001,250801PODRB2176#005,250801PODRB2176#002,250801PODRB2176#003,250801PODRB2176#004"
"Black Arabic Compression T-Shirt, Islamic Gym Performance Shirt, Muslim Workout Tee for Men, Athletic Training Top with Calligraphy","This compression-fit tee blends performance and style with a unique Arabic-inspired wing design across the chest. Made from a stretchy, breathable fabric, it’s built for movement — whether you're training, lifting, or just making a statement. The slim fit hugs the body while offering flexibility and comfort, and the graphic adds a sharp, cultural edge to your look.",34.99,USD,995,"Compression,Fitted,Arabic,Workout,Sportswear,T-Shirt,Tight,Calligraphy,Gym,Sports,Running,Eagle,Cool",,https://i.etsystatic.com/34343828/r/il/e9a630/7482748586/il_fullxfull.7482748586_4hye.jpg,https://i.etsystatic.com/34343828/r/il/4e0c75/7482749022/il_fullxfull.7482749022_7ghl.jpg,https://i.etsystatic.com/34343828/r/il/ba0af0/7066441075/il_fullxfull.7066441075_kt57.jpg,https://i.etsystatic.com/34343828/r/il/a5a4b2/7066441099/il_fullxfull.7066441099_39z2.jpg,https://i.etsystatic.com/34343828/r/il/667923/7018462008/il_fullxfull.7018462008_t333.jpg,,,,,,Color,"Primary color",Black,"Custom Property",Size,"S,M,L,XL,2XL","250714PODRZ1372#003,250714PODRZ1372#004,250714PODRZ1372#001,250714PODRZ1372#002,250714PODRZ1372#005"
"Heavyweight Wide Leg Panel Sweatpants Loose Fit - Comfort","Experience the effortless comfort of these baggy sweatpants, designed for those who appreciate a loose fit and casual style. Crafted from 100% pure cotton, these wide sweatpants blend vintage charm with modern streetwear vibes, perfect for everyday wear. Whether you're lounging at home or stepping out, their oversized jogger silhouette ensures you stay cool and comfy all day long.

- ✅ thick cotton fabric for durability and breathability
- ✅ Loose fit with mid-waist drawstring for adjustable comfort
- ✅ Suitable for spring, autumn, and winter seasons
- ✅ Machine washable at 30°C on gentle cycle; tumble dry low; iron on low heat avoiding prints

Each pair is handcrafted, making every item unique with natural variations that celebrate artisanal quality.

- Processing time includes careful handcrafting to ensure quality
- Ships promptly with secure packaging to maintain product integrity
- Custom orders not available; please refer to sizing chart before purchase

Our shop is dedicated to delivering timeless basics that combine comfort and style effortlessly. We take pride in offering handcrafted pieces that elevate your daily wardrobe with authenticity and care.",69.99,USD,999,"cotton_loose_fit,handcrafted_comfort,loose_fit_joggers,wide_leg_sweatpants,spring_autumn_wear,classic_vintage,soft_fabric_joggers,loose_fit,flared,chipanzee,y2k_sweatpants,baggy_sweatpants,faded",Cotton,https://i.etsystatic.com/34343828/r/il/6d29d2/7835984863/il_fullxfull.7835984863_kchf.jpg,https://i.etsystatic.com/34343828/r/il/b6e48c/7835984883/il_fullxfull.7835984883_czuw.jpg,https://i.etsystatic.com/34343828/r/il/a5a3f9/7788054578/il_fullxfull.7788054578_27qg.jpg,https://i.etsystatic.com/34343828/r/il/e547dc/7835984947/il_fullxfull.7835984947_m7ok.jpg,https://i.etsystatic.com/34343828/r/il/cfc61d/7835984993/il_fullxfull.7835984993_ejlp.jpg,https://i.etsystatic.com/34343828/r/il/26f1fa/7788054652/il_fullxfull.7788054652_4zer.jpg,https://i.etsystatic.com/34343828/r/il/ed254f/7835985049/il_fullxfull.7835985049_rpv7.jpg,https://i.etsystatic.com/34343828/r/il/e6e423/7835985079/il_fullxfull.7835985079_l5vj.jpg,https://i.etsystatic.com/34343828/r/il/7f7d90/7788054736/il_fullxfull.7788054736_jkju.jpg,https://i.etsystatic.com/34343828/r/il/bddc43/7788054776/il_fullxfull.7788054776_h4kb.jpg,Color,"Primary color","Black,White,Colorful Blue,Wine Red,Navy Blue","Custom Property",size,"S,M,L,XL,2XL","260310PODPX2224#002,260310PODPX2224#004,260310PODPX2224#005,260310PODPX2224#008,260310PODPX2224#012,260310PODPX2224#014,260310PODPX2224#015,260310PODPX2224#024,260310PODPX2224#001,260310PODPX2224#003,260310PODPX2224#006,260310PODPX2224#007,260310PODPX2224#009,260310PODPX2224#010,260310PODPX2224#011,260310PODPX2224#013,260310PODPX2224#016,260310PODPX2224#017,260310PODPX2224#018,260310PODPX2224#019,260310PODPX2224#020,260310PODPX2224#021,260310PODPX2224#022,260310PODPX2224#023,260310PODPX2224#025"
"Vintage Distressed Arabic Calligraphy Hoodie, Washed Fleece Islamic Streetwear, Muslim Heavyweight Hoodie for Men Women, Arabic Sweatshirt","Turn heads with this bold, oversized black hoodie featuring a vertical Arabic and Japanese calligraphy design with abstract splatter accents and teal blocks. The fluid lines and cosmic vibe blend culture, art, and streetwear into one expressive piece.

Gender: Unisex
Model: Loose
Fabric: 42% cotton, 53% polyester, 5% other fibers
Fabric Weight: 10.6 oz/yd² (360 g/m²)
Fabric Thickness: Thicken
Fabric Stretch: Slight Stretch
Care Instructions: Machine wash at 30°C (gentle cycle); Do not bleach; Tumble dry low;  Iron at low temperature; avoid ironing on print. Do not dry clean
Features: Casual, Street, Daily Casual, Pure Cotton, Washed, Frayed, Long Sleeve, Hooded, Regular, Loose, Autumn, Winter",77.99,USD,998,"Islamic,Calligraphy,Arabic,Arab,Streetwear,Vintage,Retro,Japanese,Islam,Hoodie,Sweatshirt,Sweater,Cool","Fleece,Cotton",https://i.etsystatic.com/34343828/r/il/bda0fb/7482756326/il_fullxfull.7482756326_lvl3.jpg,https://i.etsystatic.com/34343828/r/il/831787/7085047959/il_fullxfull.7085047959_hr5w.jpg,https://i.etsystatic.com/34343828/r/il/164016/7085047863/il_fullxfull.7085047863_no9x.jpg,https://i.etsystatic.com/34343828/r/il/5ec452/7037080192/il_fullxfull.7037080192_2rtf.jpg,https://i.etsystatic.com/34343828/r/il/3fe7ab/7085048003/il_fullxfull.7085048003_gmux.jpg,https://i.etsystatic.com/34343828/r/il/1b4717/7085048055/il_fullxfull.7085048055_n9uo.jpg,https://i.etsystatic.com/34343828/r/il/44c408/7037080430/il_fullxfull.7037080430_gb9g.jpg,https://i.etsystatic.com/34343828/r/il/d03473/7085048123/il_fullxfull.7085048123_48d1.jpg,https://i.etsystatic.com/34343828/r/il/0a8011/7037080496/il_fullxfull.7037080496_q35b.jpg,,Color,"Primary color",Black,"Custom Property",Size,"S,M,L,XL,2XL","250721PODRB0858#002,250721PODRB0858#001,250721PODRB0858#003,250721PODRB0858#004,250721PODRB0858#005"
"Vintage Arabic Raw-Hem Calligraphy Tee — Distressed Washed Black Islamic Graphic T-Shirt — Spiritual Streetwear","A bold fusion of streetwear and heritage, this vintage washed tee features a dripping hand graphic filled with intricate Arabic calligraphy inspired by ancient manuscripts. The design symbolizes the lasting impact of words, faith, and identity, turning a simple graphic into a powerful statement piece. Finished on a distressed black shirt with a relaxed unisex fit and worn-in feel, it’s made for those who appreciate meaningful art, culture, and modern streetwear style.

Gender: Unisex
Model: Loose
Fabric: 100% cotton
Fabric Weight: 10.0 oz/yd² (340 g/m²)
Fabric Thickness: Thick
Care Instructions: Machine wash at 30°C (gentle cycle); Do not bleach; Tumble dry low;  Iron at low temperature, avoid ironing on print; Do not dry clean
Features: Basics, Casual, Sporty, Street, Vintage, Daily Casual, Outdoor, Running, Sport, Office, Pure Cotton, Washed, Frayed, Short Sleeve, Drop Shoulder, Round Neck / O-Neck, Regular, Oversized, Spring, Summer, Autumn
Print Size: 40*52 cm",49.99,USD,999,"Arabic_style,Arab_calligraphy,Vintage_arabic,Oversized_shirt,Faded_tee,Vintage_Palestine,Peace,Humanity_T-shirt,Justice,Free_Palestine,Keffiyeh_filisteen,Islamic_muslim,Tatreez",,https://i.etsystatic.com/34343828/r/il/89677b/7819744051/il_fullxfull.7819744051_l4y5.jpg,https://i.etsystatic.com/34343828/r/il/931d3f/7819740139/il_fullxfull.7819740139_eql1.jpg,https://i.etsystatic.com/34343828/r/il/5dec66/7819740165/il_fullxfull.7819740165_17e2.jpg,https://i.etsystatic.com/34343828/r/il/63d618/7771804566/il_fullxfull.7771804566_iz5r.jpg,https://i.etsystatic.com/34343828/r/il/b59e50/7771804606/il_fullxfull.7771804606_ajzy.jpg,https://i.etsystatic.com/34343828/r/il/6ffd18/7819740263/il_fullxfull.7819740263_cvse.jpg,https://i.etsystatic.com/34343828/r/il/fd9b22/7771804674/il_fullxfull.7771804674_6g1i.jpg,https://i.etsystatic.com/34343828/r/il/b03b63/7771804712/il_fullxfull.7771804712_2d7o.jpg,https://i.etsystatic.com/34343828/r/il/f83af3/7819740389/il_fullxfull.7819740389_mefh.jpg,https://i.etsystatic.com/34343828/r/il/a2ed50/7819740445/il_fullxfull.7819740445_dqgl.jpg,Color,"Primary color","Washed Black","Custom Property",size,"S,M,L,XL","260305PODPQ3868#001,260305PODPQ3868#002,260305PODPQ3868#003,260305PODPQ3868#004"
"Heavyweight Arabic Calligraphy Boxy Tee – Raw Hem Vintage Streetwear, Cotton","This boxy tee features a bold circular design of layered Arabic Islamic calligraphy forming verses from the Quran. The 4 Kuls. The textured orange and blue rings speak to depth, identity, and precision—this piece hits hard visually and symbolically.

Gender: Unisex
Model: Loose
Fabric: 100% cotton
Fabric Weight: 7.7 oz/yd² (260 g/m²)
Fabric Thickness: Moderate
Care Instructions: Machine wash at 30°C (gentle cycle); Do not bleach; Tumble dry low;  Iron at low temperature; avoid ironing on print. Do not dry clean
Features: Basics, Casual, Street, Daily Casual, Outdoor, Pure Cotton, Washed, Short Sleeve, Drop Shoulder, Round Neck/O-Neck, Regular, Loose, Summer, Autumn
Print Size: 40*52 cm",49.99,USD,995,"Islamic,Islamic_Shirt,Quran,Free_Palestine,Islamic_Hoodie,Boxy,Oversized_Shirt,Quran_Shirt,Allah_shirt,Muslim_hoodie,Arabic_Calligraphy,Arabic_shirt,Vintage_Arabic",Cotton,https://i.etsystatic.com/34343828/r/il/ce49da/7530683037/il_fullxfull.7530683037_ozl7.jpg,https://i.etsystatic.com/34343828/r/il/c24a3e/7053718804/il_fullxfull.7053718804_atw7.jpg,https://i.etsystatic.com/34343828/r/il/601d3f/7053718866/il_fullxfull.7053718866_gvr9.jpg,https://i.etsystatic.com/34343828/r/il/4ca4df/7053718914/il_fullxfull.7053718914_a8me.jpg,https://i.etsystatic.com/34343828/r/il/e552b3/7053719058/il_fullxfull.7053719058_i8he.jpg,https://i.etsystatic.com/34343828/r/il/48e77a/7053719132/il_fullxfull.7053719132_vqka.jpg,https://i.etsystatic.com/34343828/r/il/d62ee6/7387017249/il_fullxfull.7387017249_da83.jpg,https://i.etsystatic.com/34343828/r/il/8f1387/7053719220/il_fullxfull.7053719220_c3wx.jpg,https://i.etsystatic.com/34343828/r/il/04b1ff/7101680771/il_fullxfull.7101680771_1fcm.jpg,https://i.etsystatic.com/34343828/r/il/208051/7053719346/il_fullxfull.7053719346_e8kk.jpg,Color,"Primary color","Ume Purple,Black","Custom Property",Size,"S,M,L,XL,2XL","250726PODPQ1738#003,250726PODPQ1738#004,250726PODPQ1738#005,250726PODPQ1738#006,250726PODPQ1738#007,250726PODPQ1738#008,250726PODPQ1738#001,250726PODPQ1738#002,250726PODPQ1738#009,250726PODPQ1738#010"
"Islamic Shirt - Pure Cotton Snow Washed Arabic Calligraphy Oversized T-Shirt","Bring a touch of vintage charm to your everyday wardrobe. Featuring a striking, hand-illustrated red rose in full bloom, paired with a delicate spray of leaves and a graceful decorative flourish, this design adds an artful, romantic edge to a relaxed staple. The premium snow-washed finish gives each shirt a beautifully lived-in, one-of-a-kind look that only gets better with age.

Cut in a modern oversized, drop-shoulder silhouette with a classic round neck, it’s crafted from 100% pure, heavyweight cotton. It offers a breathable, ultra-comfortable feel that’s perfect for street style, daily wear, and warm summer days. Effortlessly versatile, this is an easy piece you'll reach for again and again.

Product Specifications:

Gender: Unisex
Fit: Oversized / Loose / Drop Shoulder
Style: Casual, Streetwear, Daily Wear
Season: Summer / All-Year Layering

Fabric & Care:

Material: 100% Pure Cotton
Weight: Heavyweight — 7.4 oz/yd² (250 g/m²)
Thickness: Moderate
Stretch: Slight Stretch
Print Size: 40 x 52 cm
Care Instructions: Machine wash at 30°C on a gentle cycle. Tumble dry low. Iron at a low temperature (do not iron directly on the print). Do not bleach. Do not dry clean.",49.99,USD,999,"arabic_shirt,islamic_clothing,arabic_tunic,arabic_text_shirt,arabic_calligraphy,muslim_streetwear,arabic_streetwear,islamic_streetwear,islamic_shirt,acid_wash_shirt,hijabi_outfit,oversized_tee,muslim_tunic",Cotton,https://i.etsystatic.com/34343828/r/il/41ceed/8187397230/il_fullxfull.8187397230_dr89.jpg,https://i.etsystatic.com/34343828/r/il/06385d/8235283483/il_fullxfull.8235283483_cwot.jpg,https://i.etsystatic.com/34343828/r/il/42d8b5/8235283499/il_fullxfull.8235283499_qna2.jpg,https://i.etsystatic.com/34343828/r/il/3b0564/8235283515/il_fullxfull.8235283515_1u82.jpg,https://i.etsystatic.com/34343828/r/il/2d1c6c/8187355148/il_fullxfull.8187355148_rie2.jpg,https://i.etsystatic.com/34343828/r/il/f66b8f/8235283555/il_fullxfull.8235283555_1q7k.jpg,https://i.etsystatic.com/34343828/r/il/febb1c/8235283579/il_fullxfull.8235283579_hk8r.jpg,,,,"Custom Property",Color,"Khaki Ash,Apricot,Light Pink,Light Purple","Custom Property",Size,"S,M,L,XL,2XL,3XL","260628PODPQ4794#010,260628PODPQ4794#008,260628PODPQ4794#007,260628PODPQ4794#021,260628PODPQ4794#020,260628PODPQ4794#001,260628PODPQ4794#016,260628PODPQ4794#011,260628PODPQ4794#009,260628PODPQ4794#023,260628PODPQ4794#022,260628PODPQ4794#019,260628PODPQ4794#006,260628PODPQ4794#005,260628PODPQ4794#004,260628PODPQ4794#003,260628PODPQ4794#002,260628PODPQ4794#017,260628PODPQ4794#015,260628PODPQ4794#014,260628PODPQ4794#013"
"Arabic Shirt - Snow Washed Arabic Calligraphy Oversized Cotton T-Shirt","Wear a piece of timeless wisdom with this striking graphic t-shirt. Blending poetic language with stunning visual art, this tee features the classic Arabic proverb, ""الطيور على أشكالها تقع"" (Birds of a feather flock together), beautifully illustrating the power of connection and community.

Whether you are a lover of typography, Arabic culture, or simply appreciate meaningful art, this shirt is a perfect conversation starter.

Product Specifications:

Gender: Unisex

Fabric: 100% cotton

Fabric Weight: 7.4 oz/yd² (250 g/m²)

Fabric Thickness: Moderate

Fabric Stretch: Slight Stretch

Care Instructions: Machine wash at 30°C (gentle cycle); Do not bleach; Tumble dry low; Iron at low temperature, avoid ironing on print; Do not dry clean

Features: Casual, Street, Daily Casual, Outdoor, School, Pure Cotton, Snow Wash, Washed, Short Sleeve, Drop Shoulder, Round Neck / O-Neck, Regular, Loose, Summer

Print Size: 40x52 cm",49.99,USD,999,"arabic_shirt,islamic_shirt,islamic_clothing,arabic_tunic,arabic_text_shirt,hijabi_outfit,muslim_streetwear,muslim_wife_gift,islamic_graphic_tee,arabic_streetwear,acid_wash_shirt,modest_activewear",Cotton,https://i.etsystatic.com/34343828/r/il/95c9b8/8168802512/il_fullxfull.8168802512_k5mf.jpg,https://i.etsystatic.com/34343828/r/il/f9cda6/8168732710/il_fullxfull.8168732710_mk6b.jpg,https://i.etsystatic.com/34343828/r/il/766372/8168732756/il_fullxfull.8168732756_40z3.jpg,https://i.etsystatic.com/34343828/r/il/c91fbd/8168732784/il_fullxfull.8168732784_jn0x.jpg,https://i.etsystatic.com/34343828/r/il/40a609/8216664305/il_fullxfull.8216664305_tcl3.jpg,https://i.etsystatic.com/34343828/r/il/d8602f/8216664347/il_fullxfull.8216664347_fsv3.jpg,https://i.etsystatic.com/34343828/r/il/1bbcdb/8168732912/il_fullxfull.8168732912_kb9i.jpg,,,,"Custom Property",Color,"Red,Gray Green,Khaki Ash,Light Purple","Custom Property",Size,"S,M,L,XL,2XL","260623PODPQ5459#005,260623PODPQ5459#004,260623PODPQ5459#011,260623PODPQ5459#010,260623PODPQ5459#015,260623PODPQ5459#014,260623PODPQ5459#003,260623PODPQ5459#002,260623PODPQ5459#001,260623PODPQ5459#009,260623PODPQ5459#008,260623PODPQ5459#007,260623PODPQ5459#017,260623PODPQ5459#016,260623PODPQ5459#013,260623PODPQ5459#023,260623PODPQ5459#022,260623PODPQ5459#021,260623PODPQ5459#020,260623PODPQ5459#019"
"Vintage Allah Arabic Calligraphy Tee — Distressed Washed Black Islamic Graphic T-Shirt — Spiritual Streetwear","Inspired by timeless Islamic artistry, this vintage washed tee features a bold circular mandala design paired with elegant Arabic calligraphy spelling “Allah.” The contrast between the intricate pattern and flowing script creates a powerful yet minimal statement piece that blends spirituality with modern streetwear aesthetics.

Each shirt is crafted with a soft, heavyweight feel and a washed finish for that perfectly worn-in look, making it comfortable enough for everyday wear while still standing out as a meaningful design. The distressed hem adds a subtle edge that complements the vintage style.

Whether you’re dressing it up with layers or wearing it casually, this piece is designed to feel both personal and timeless — a reminder of faith expressed through art.

Gender: Unisex
Model: Loose
Fabric: 100% cotton
Fabric Weight: 10.0 oz/yd² (340 g/m²)
Fabric Thickness: Thick
Care Instructions: Machine wash at 30°C (gentle cycle); Do not bleach; Tumble dry low;  Iron at low temperature, avoid ironing on print; Do not dry clean
Features: Basics, Casual, Sporty, Street, Vintage, Daily Casual, Outdoor, Running, Sport, Office, Pure Cotton, Washed, Frayed, Short Sleeve, Drop Shoulder, Round Neck / O-Neck, Regular, Oversized, Spring, Summer, Autumn
Print Size: 40*52 cm",49.99,USD,999,"Islamic,Arabic,calligraphy,Muslim_vintage,free_palestine,filisteen,drop_shoulder_tee,oversized_Arab_shirt,Palestine_t_shirt,shirt_with_arab,vintage_palestine,keffiyeh_streetwear,islamic_clothing",,https://i.etsystatic.com/34343828/r/il/03e907/7781562179/il_fullxfull.7781562179_oscu.jpg,https://i.etsystatic.com/34343828/r/il/312760/7781559075/il_fullxfull.7781559075_fpbv.jpg,https://i.etsystatic.com/34343828/r/il/a686fc/7733610236/il_fullxfull.7733610236_epqf.jpg,https://i.etsystatic.com/34343828/r/il/b99f2c/7781559117/il_fullxfull.7781559117_rlyt.jpg,https://i.etsystatic.com/34343828/r/il/d0af95/7781559143/il_fullxfull.7781559143_co65.jpg,https://i.etsystatic.com/34343828/r/il/8c0655/7733610314/il_fullxfull.7733610314_9y7j.jpg,https://i.etsystatic.com/34343828/r/il/161afa/7733610336/il_fullxfull.7733610336_hutf.jpg,https://i.etsystatic.com/34343828/r/il/806db8/7781559187/il_fullxfull.7781559187_k1oz.jpg,https://i.etsystatic.com/34343828/r/il/a3686d/7733610386/il_fullxfull.7733610386_5pof.jpg,https://i.etsystatic.com/34343828/r/il/c4cb98/7781559245/il_fullxfull.7781559245_fni2.jpg,Color,"Primary color","Washed Black,Washed Cement Gray","Custom Property",size,"S,M,L,XL","260222PODPQ2717#004,260222PODPQ2717#005,260222PODPQ2717#006,260222PODPQ2717#001,260222PODPQ2717#002,260222PODPQ2717#003,260222PODPQ2717#007,260222PODPQ2717#008"
